Date,AKRBP.OL,BZ=F,DNB.OL,EQNR.OL,MOWI.OL,NHY.OL,TEL.OL,USDNOK=X,^VIX
2015-02-01,0.21304355070076375,0.0,0.11130899560535279,0.12538935013716634,-0.04679799516801697,-0.039473820837144125,-0.0751654385158067,-0.0055075698068888235,-0.36385309540318045
2015-03-01,0.13850472435900207,0.0,0.039262693440945684,0.000254367325970728,-0.04341085696088809,-0.03219165382759959,0.05916772244619617,0.042282238922430215,0.1461768955742364
2015-04-01,0.23566459724789435,0.26023771775862814,0.033153690461091845,0.1134455190610082,-0.0054021447307718296,-0.1604151450396668,0.045426658974992984,-0.060499254348324705,-0.04839763067131375
2015-05-01,-0.07097387905919939,-0.018268961410663476,0.047160967089164174,-0.08301922189057209,-0.026073017607142313,0.02528821992179786,0.03464492008685105,0.035672086958935756,-0.04879725284121206
2015-06-01,0.0871693953058863,-0.030048771802427043,-0.04175831973664956,-0.02746284523875775,0.002788901300937674,-0.06905050571275528,-0.0038719776323361543,0.010218730626755157,0.3171964841942265
2015-07-01,-0.09729705694140756,-0.17895897217814538,0.01834852613384519,-0.01356161474106099,0.1223577903755646,-0.07806351647902199,0.04307327402702854,0.03630689847064006,-0.3351618107571117
2015-08-01,-0.03433106886773862,0.03715768005027997,-0.11111091188264333,-0.10347323442693834,-0.010902004022271261,-0.05940271833102995,-0.07868288696801262,0.014386352781897482,1.3457096182855564
2015-09-01,-0.018189526556345315,-0.10674058044544676,-0.06503385401432693,0.014998730456144305,0.08617254060680346,-0.010467513032179077,-0.037553024119021616,0.02318132336440848,-0.13823426883538625
2015-10-01,0.09789465722434842,0.0246020770660349,-0.022583732355635044,0.09750221668755077,0.0507378150269413,0.07404800694194713,0.008810532209612365,0.003544271800498766,-0.38489797163982775
2015-11-01,0.10067087367557526,0.0,0.05730147614582992,-0.01321598761894971,0.03160692140137655,0.10308594075309752,-0.0548971467075019,0.02449610147709813,0.07033838668931347
2015-12-01,-0.03745625227632887,-0.2477805135940151,-0.040209815758798895,-0.06692772228854105,0.017872426232489635,-0.013987987643443667,0.0007275598705080988,0.008956494491142886,0.12895226484358968
2016-01-01,-0.04796368451268085,-0.06813297167382537,-0.051001871019642264,-0.0428456185177396,-0.015050238212752198,-0.13431929089361438,-0.05057274465320061,-0.011023397340845564,0.109280712713689
2016-02-01,0.1596959728650511,0.035405857305951915,-0.03550857124520479,0.07347947974671776,0.05772494550633467,0.20885593266458802,-0.0738637680066958,0.0006516711659609875,0.017326656480292302
2016-03-01,0.016393152404739375,0.10091735141028191,-0.02636830108267929,0.042038465182181906,0.023274399134642687,-0.01730588129675792,0.026840391690610588,-0.044009248472203666,-0.3211678672908539
2016-04-01,0.15967759691821448,0.215404114208958,0.053653754479344284,0.0920953101173676,-0.017254852854900027,0.028177323214783945,0.03510096153468312,-0.03107864585605047,0.1254480303890546
2016-05-01,0.08692603483157035,0.0,0.08706070159048984,-0.06254394405439678,0.1149241672226653,-0.0479589604949604,0.005771866473280429,0.03465053895915582,-0.09617835969594923
2016-06-01,0.29750479965461274,0.032204429724963735,-0.07409132824345421,0.09489711186500682,-0.001431767788414029,-0.06347065010531516,0.01646542853143429,0.006445990059259499,0.10147995607049332
2016-07-01,0.05128191299407536,-0.1453301363999977,-0.06542532991853844,-0.07841803486628773,0.029391021954068286,0.18832452894560725,0.023982429683403694,0.006774205438385472,-0.24056303271603208
2016-08-01,0.06660450746429936,0.10786627248726344,0.0910070436014292,-0.007530009814433747,-0.10306421359187456,-0.01693035500448492,0.03264730087705647,-0.011946932604036453,0.130581314715982
2016-09-01,0.11785406258892794,0.04294218576634612,0.03356369831890893,0.029673475475408884,0.1110252723274987,-0.02738545515921087,-0.057731928558858,-0.03465638160697382,-0.009687042749765506
2016-10-01,0.043272877278103916,-0.01549127833176589,0.1413562979190548,0.011201964303815481,0.04751869103613937,0.07256885496827303,-0.040846252531095084,0.02593780835222015,0.28367189728446807
2016-11-01,0.0437405912628448,0.04492757801075786,0.04937224981253485,0.077548536595627,0.021347647393726632,0.0863327683013475,-0.018075853082681226,0.032478138803800904,-0.21864007379851835
2016-12-01,0.11790712733236286,0.11214582346969193,0.023923432373992526,0.10040224506785944,0.01698222467396282,0.028898872197838044,0.025437385250074662,0.01309594788820645,0.05326331899554693
2017-01-01,-0.031068047174458657,0.0,0.07165104688546231,-0.031565269929520134,-0.06358354213568895,0.13777252557912,0.012402967441824675,-0.038697848710132376,-0.14601140999321627
