Date,AKRBP.OL,BZ=F,DNB.OL,EQNR.OL,MOWI.OL,NHY.OL,TEL.OL,USDNOK=X,YAR.OL,^OSEBX,^VIX
2015-01-01,17.74418830871582,52.9900016784668,62.81431579589844,70.73377990722656,75.9563217163086,27.92060089111328,80.80594635009766,7.725399971008301,,,20.969999313354492
2015-02-01,21.524473190307617,,69.80611419677734,79.60304260253906,72.40171813964844,26.81846809387207,74.73213195800781,7.682851791381836,,,13.34000015258789
2015-03-01,24.505714416503906,,72.54689025878906,79.623291015625,69.25869750976562,25.955137252807617,79.15386199951172,8.007699966430664,,,15.289999961853027
2015-04-01,30.28084373474121,66.77999877929688,74.95208740234375,88.65619659423828,68.88455200195312,21.791540145874023,82.74955749511719,7.523240089416504,,,14.550000190734863
2015-05-01,28.131694793701172,65.55999755859375,78.48690032958984,81.29602813720703,67.0885238647461,22.342609405517578,85.61640930175781,7.791609764099121,,,13.84000015258789
2015-06-01,30.58391761779785,63.59000015258789,75.20941925048828,79.06340789794922,67.27562713623047,20.799840927124023,85.28490447998047,7.871230125427246,,,18.229999542236328
2015-07-01,27.608192443847656,52.209999084472656,76.58940124511719,77.99118041992188,75.50732421875,19.176132202148438,88.95840454101562,8.157010078430176,,,12.119999885559082
2015-08-01,26.66037368774414,54.150001525878906,68.07948303222656,69.92118072509766,74.68414306640625,18.037017822265625,81.95890045166016,8.274359703063965,,,28.43000030517578
2015-09-01,26.175434112548828,48.369998931884766,63.65201187133789,70.96990966796875,81.11986541748047,17.848215103149414,78.88109588623047,8.466170310974121,,,24.5
2015-10-01,28.737869262695312,49.560001373291016,62.21451187133789,77.88963317871094,85.23571014404297,19.16983985900879,79.57608032226562,8.496176719665527,,,15.069999694824219
2015-11-01,31.630935668945312,,65.77949523925781,76.86024475097656,87.92974853515625,21.145980834960938,75.20758056640625,8.704299926757812,,,16.1299991607666
2015-12-01,30.44615936279297,37.279998779296875,63.13451385498047,71.7161636352539,89.50126647949219,20.850191116333008,75.26229858398438,8.782259941101074,,,18.209999084472656
2016-01-01,28.985849380493164,34.7400016784668,59.91453552246094,68.64344024658203,88.15425109863281,18.04960823059082,71.4560775756836,8.685449600219727,,,20.200000762939453
2016-02-01,33.61477279663086,35.970001220703125,57.78705596923828,73.68732452392578,93.24295043945312,21.81937599182129,66.17806243896484,8.691109657287598,,,20.549999237060547
2016-03-01,34.16582489013672,39.599998474121094,56.263309478759766,76.78502655029297,95.41312408447266,21.4417724609375,67.95430755615234,8.30862045288086,,,13.949999809265137
2016-04-01,39.621341705322266,48.130001068115234,59.282047271728516,83.8565673828125,93.76678466796875,22.045944213867188,70.33956909179688,8.050399780273438,,,15.699999809265137
2016-05-01,43.065467834472656,,64.44318389892578,78.61184692382812,104.54285430908203,20.988643646240234,70.74555969238281,8.329350471496582,,,14.1899995803833
2016-06-01,55.87765121459961,49.68000030517578,59.66850280761719,86.07188415527344,104.39317321777344,19.65648078918457,71.91041564941406,8.383041381835938,,,15.630000114440918
2016-07-01,58.7431640625,42.459999084472656,55.764671325683594,79.32229614257812,107.46139526367188,23.358278274536133,73.63500213623047,8.43982982635498,,,11.869999885559082
2016-08-01,62.655723571777344,47.040000915527344,60.83964920043945,78.7249984741211,96.38597106933594,22.962814331054688,76.03898620605469,8.33899974822998,,,13.420000076293945
2016-09-01,70.03995513916016,49.060001373291016,62.88165283203125,81.06104278564453,107.08724975585938,22.333967208862305,71.64910888671875,8.050000190734863,,,13.289999961853027
2016-10-01,73.07078552246094,48.29999923706055,71.77037048339844,81.96908569335938,112.17589569091797,23.9547176361084,68.7225112915039,8.25879955291748,,,17.059999465942383
2016-11-01,76.2669448852539,50.470001220703125,75.31383514404297,88.32566833496094,114.57058715820312,26.022794723510742,67.48029327392578,8.527029991149902,,,13.329999923706055
2016-12-01,85.25936126708984,56.130001068115234,77.1156005859375,97.19376373291016,116.51625061035156,26.774824142456055,69.19681549072266,8.638699531555176,,,14.039999961853027
2017-01-01,82.61051940917969,,82.6410140991211,94.12581634521484,109.10773468017578,30.463659286499023,70.05506134033203,8.304400444030762,,,11.989999771118164
2017-02-01,81.39646911621094,55.59000015258789,82.58096313476562,91.05780792236328,109.70640563964844,30.774845123291016,73.32716369628906,8.371520042419434,,,12.920000076293945
2017-03-01,76.0216064453125,52.83000183105469,81.74014282226562,91.12042999267578,97.95748138427734,32.324283599853516,76.65290069580078,8.560489654541016,,,12.369999885559082
2017-04-01,80.49667358398438,51.72999954223633,80.53897094726562,88.01475524902344,106.86272430419922,31.76674461364746,74.45361328125,8.565770149230957,,,10.819999694824219
